"CAM","ID","MIN","MAX","COORD"
-1426,12,417,417,1856416285
-1426,13,479,479,1856416285
-1426,14,519,519,1856416285
-1426,15,155,155,1856416285
-1426,16,181,181,1856416285
-1426,17,215,215,1856416285
-1426,18,249,249,1856416285
-1426,19,281,281,1856416285
-1426,20,537,537,1856416285
-1426,21,491,491,1856416285
-1426,22,361,361,1856416285
-1426,23,425,425,1856416285
-1426,24,233,233,1856416285
-1426,25,351,351,1856416285
-1412,1,379,379,1917115842
-1412,2,331,331,1917115842
-1412,3,307,307,1917115842
-1412,4,469,469,1917115842
-1412,5,415,415,1917115842
-1412,6,433,433,1917115842
-1412,7,195,195,1917115842
-1412,8,269,269,1917115842
-1412,9,313,313,1917115842
-1412,10,375,375,1917115842
-1412,11,399,399,1917115842
-1412,12,419,419,1917115842
-1412,13,481,481,1917115842
-1412,14,523,523,1917115842
-1412,15,155,155,1917115842
-1412,16,183,183,1917115842
-1412,17,219,219,1917115842
-1412,18,251,251,1917115842
-1412,19,285,285,1917115842
-1412,20,541,541,1917115842
-1412,21,871,871,1917115842
-1412,22,357,357,1917115842
-1412,23,429,429,1917115842
-1412,24,237,237,1917115842
-1412,25,355,355,1917115842
-1393,1,385,385,1979415415
-1393,2,577,577,1979415415
-1393,3,311,311,1979415415
-1393,4,467,467,1979415415
-1393,5,179,179,1979415415
-1393,6,433,433,1979415415
-1393,7,197,197,1979415415
-1393,8,269,269,1979415415
-1393,9,311,311,1979415415
-1393,10,375,375,1979415415
-1393,11,397,397,1979415415
-1393,12,419,419,1979415415
-1393,13,481,481,1979415415
-1393,14,523,523,1979415415
-1393,15,157,157,1979415415
-1393,16,185,185,1979415415
-1393,17,221,221,1979415415
-1393,18,253,253,1979415415
-1393,19,285,285,1979415415
-1393,20,541,541,1979415415
-1393,21,485,485,1979415415
-1393,22,357,357,1979415415
-1393,23,429,429,1979415415
-1393,24,237,237,1979415415
-1393,25,353,353,1979415415
-1378,1,383,383,2043115002
-1378,2,337,337,2043115002
-1378,3,307,307,2043115002
-1378,4,473,473,2043115002
-1378,5,179,179,2043115002
-1378,6,433,433,2043115002
-1378,7,197,197,2043115002
-1378,8,271,271,2043115002
-1378,9,315,315,2043115002
-1378,10,377,377,2043115002
-1378,11,401,401,2043115002
-1378,12,423,423,2043115002
-1378,13,483,483,2043115002
-1378,14,525,525,2043115002
-1378,15,157,157,2043115002
-1378,16,587,587,2043115002
-1378,17,223,223,2043115002
-1378,18,257,257,2043115002
-1378,19,285,285,2043115002
-1378,20,543,543,2043115002
-1378,21,493,493,2043115002
-1378,22,359,359,2043115002
-1378,23,431,431,2043115002
-1378,24,241,241,2043115002
-1378,25,357,357,2043115002
-1360,1,389,389,2106914612
-1360,2,341,341,2106914612
-1360,3,317,317,2106914612
-1360,4,481,481,2106914612
-1360,5,179,179,2106914612
-1360,6,435,435,2106914612
-1360,7,199,199,2106914612
-1360,8,275,275,2106914612
-1360,9,317,317,2106914612
-1360,10,379,379,2106914612
-1360,11,405,405,2106914612
-1360,12,427,427,2106914612
-1360,13,487,487,2106914612
-1360,14,527,527,2106914612
-1360,15,159,159,2106914612
-1360,16,591,591,2106914612
-1360,17,225,225,2106914612
-1360,18,259,259,2106914612
-1360,19,291,291,2106914612
-1360,20,547,547,2106914612
-1360,21,483,483,2106914612
-1360,22,359,359,2106914612
-1360,23,433,433,2106914612
-1360,24,243,243,2106914612
-1360,25,359,359,2106914612
-1345,1,387,387,2172114230
-1345,2,341,341,2172114230
-1345,3,317,317,2172114230
-1345,4,471,471,2172114230
-1345,5,179,179,2172114230
-1345,6,435,435,2172114230
-1345,7,201,201,2172114230
-1345,8,279,279,2172114230
-1345,9,319,319,2172114230
-1345,10,383,383,2172114230
-1345,11,405,405,2172114230
-1345,12,429,429,2172114230
-1345,13,489,489,2172114230
-1345,14,531,531,2172114230
-1345,15,159,159,2172114230
-1345,16,591,591,2172114230
-1345,17,227,227,2172114230
-1345,18,259,259,2172114230
-1345,19,293,293,2172114230
-1345,20,549,549,2172114230
-1345,21,861,861,2172114230
-1345,22,361,361,2172114230
-1345,23,435,435,2172114230
-1345,24,245,245,2172114230
-1345,25,361,361,2172114230
-1329,1,383,383,2238113870
-1329,2,335,335,2238113870
-1329,3,317,317,2238113870
-1329,4,473,473,2238113870
-1329,5,181,181,2238113870
-1329,6,439,439,2238113870
-1329,7,201,201,2238113870
-1329,8,279,279,2238113870
-1329,9,321,321,2238113870
-1329,10,383,383,2238113870
-1329,11,407,407,2238113870
-1329,12,427,427,2238113870
-1329,13,493,493,2238113870
-1329,14,533,533,2238113870
-1329,15,161,161,2238113870
-1329,16,593,593,2238113870
-1329,17,229,229,2238113870
-1329,18,263,263,2238113870
-1329,19,295,295,2238113870
-1329,20,549,549,2238113870
-1329,21,873,873,2238113870
-1329,22,359,359,2238113870
-1329,23,437,437,2238113870
-1329,24,249,249,2238113870
-1329,25,365,365,2238113870
-1310,1,389,389,2304913517
-1310,2,345,345,2304913517
-1310,3,315,315,2304913517
-1310,4,475,475,2304913517
-1310,5,181,181,2304913517
-1310,6,441,441,2304913517
-1310,7,203,203,2304913517
-1310,8,279,279,2304913517
-1310,9,323,323,2304913517
-1310,10,387,387,2304913517
-1310,11,411,411,2304913517
-1310,12,431,431,2304913517
-1310,13,493,493,2304913517
-1310,14,535,535,2304913517
-1310,15,165,165,2304913517
-1310,16,595,595,2304913517
-1310,17,229,229,2304913517
-1310,18,263,263,2304913517
-1310,19,297,297,2304913517
-1310,20,553,553,2304913517
-1310,21,703,703,2304913517
-1310,22,363,363,2304913517
-1310,23,441,441,2304913517
-1310,24,251,251,2304913517
-1310,25,367,367,2304913517
-1298,1,393,393,2373113187
-1298,2,347,347,2373113187
-1298,3,317,317,2373113187
-1298,4,477,477,2373113187
-1298,5,181,181,2373113187
-1298,6,441,441,2373113187
-1298,7,203,203,2373113187
-1298,8,279,279,2373113187
-1298,9,325,325,2373113187
-1298,10,389,389,2373113187
-1298,11,411,411,2373113187
-1298,12,433,433,2373113187
-1298,13,495,495,2373113187
-1298,14,539,539,2373113187
-1298,15,165,165,2373113187
-1298,16,599,599,2373113187
-1298,17,233,233,2373113187
-1298,18,265,265,2373113187
-1298,19,297,297,2373113187
-1298,20,553,553,2373113187
-1298,21,495,495,2373113187
-1298,22,361,361,2373113187
-1298,23,443,443,2373113187
-1298,24,255,255,2373113187
-1298,25,369,369,2373113187
-1280,1,391,391,2441412872
-1280,2,349,349,2441412872
-1280,3,319,319,2441412872
-1280,4,487,487,2441412872
-1280,5,183,183,2441412872
-1280,6,443,443,2441412872
-1280,7,205,205,2441412872
-1280,8,283,283,2441412872
-1280,9,329,329,2441412872
-1280,10,391,391,2441412872
-1280,11,415,415,2441412872
-1280,12,433,433,2441412872
-1280,13,499,499,2441412872
-1280,14,541,541,2441412872
-1280,15,167,167,2441412872
-1280,16,203,203,2441412872
-1280,17,235,235,2441412872
-1280,18,269,269,2441412872
-1280,19,303,303,2441412872
-1280,20,559,559,2441412872
-1280,21,499,499,2441412872
-1280,22,363,363,2441412872
-1280,23,445,445,2441412872
-1280,24,257,257,2441412872
-1280,25,373,373,2441412872
953,1,283,283,4062171447
953,2,221,221,4062171447
953,3,195,195,4062171447
953,4,389,389,4062171447
953,5,327,327,4062171447
953,6,317,317,4062171447
953,7,359,359,4062171447
953,8,459,459,4062171447
953,9,549,549,4062171447
953,10,197,197,4062171447
953,11,223,223,4062171447
953,12,265,265,4062171447
953,13,297,297,4062171447
953,14,331,331,4062171447
953,15,367,367,4062171447
953,16,413,413,4062171447
953,17,433,433,4062171447
953,18,475,475,4062171447
953,19,525,525,4062171447
953,20,359,359,4062171447
953,21,613,613,4062171447
953,22,503,503,4062171447
953,23,243,243,4062171447
953,24,511,511,4062171447
953,25,161,161,4062171447
957,1,277,277,3987171530
957,2,221,221,3987171530
957,3,191,191,3987171530
957,4,385,385,3987171530
957,5,327,327,3987171530
957,6,317,317,3987171530
957,7,359,359,3987171530
957,8,459,459,3987171530
957,9,553,553,3987171530
957,10,201,201,3987171530
957,11,227,227,3987171530
957,12,267,267,3987171530
957,13,299,299,3987171530
957,14,335,335,3987171530
957,15,369,369,3987171530
957,16,419,419,3987171530
957,17,435,435,3987171530
957,18,479,479,3987171530
957,19,527,527,3987171530
957,20,363,363,3987171530
957,21,205,205,3987171530
957,22,503,503,3987171530
957,23,247,247,3987171530
957,24,511,511,3987171530
957,25,161,161,3987171530
974,1,279,279,3912171597
974,2,221,221,3912171597
974,3,193,193,3912171597
974,4,389,389,3912171597
974,5,327,327,3912171597
974,6,319,319,3912171597
974,7,363,363,3912171597
974,8,461,461,3912171597
974,9,555,555,3912171597
974,10,203,203,3912171597
974,11,229,229,3912171597
974,12,267,267,3912171597
974,13,303,303,3912171597
974,14,337,337,3912171597
974,15,369,369,3912171597
974,16,419,419,3912171597
974,17,435,435,3912171597
974,18,479,479,3912171597
974,19,529,529,3912171597
974,20,365,365,3912171597
974,21,611,611,3912171597
974,22,505,505,3912171597
974,23,249,249,3912171597
974,24,511,511,3912171597
974,25,163,163,3912171597
990,1,283,283,3837171642
990,2,221,221,3837171642
990,3,193,193,3837171642
990,4,387,387,3837171642
990,5,327,327,3837171642
990,6,317,317,3837171642
990,7,367,367,3837171642
990,8,461,461,3837171642
990,9,551,551,3837171642
990,10,203,203,3837171642
990,11,227,227,3837171642
990,12,269,269,3837171642
990,13,301,301,3837171642
990,14,335,335,3837171642
990,15,371,371,3837171642
990,16,421,421,3837171642
990,17,433,433,3837171642
990,18,479,479,3837171642
990,19,529,529,3837171642
990,20,363,363,3837171642
990,21,203,203,3837171642
990,22,507,507,3837171642
990,23,249,249,3837171642
990,24,515,515,3837171642
990,25,163,163,3837171642
1005,1,281,281,3762171672
1005,2,221,221,3762171672
1005,3,193,193,3762171672
1005,4,389,389,3762171672
1005,5,329,329,3762171672
1005,6,317,317,3762171672
1005,7,365,365,3762171672
1005,8,463,463,3762171672
1005,9,555,555,3762171672
1005,10,207,207,3762171672
1005,11,229,229,3762171672
1005,12,269,269,3762171672
1005,13,303,303,3762171672
1005,14,337,337,3762171672
1005,15,371,371,3762171672
1005,16,423,423,3762171672
1005,17,437,437,3762171672
1005,18,481,481,3762171672
1005,19,531,531,3762171672
1005,20,365,365,3762171672
1005,21,203,203,3762171672
1005,22,501,501,3762171672
1005,23,249,249,3762171672
1005,24,517,517,3762171672
1005,25,163,163,3762171672
1021,1,285,285,3686471680
1021,2,223,223,3686471680
1021,3,195,195,3686471680
1021,4,391,391,3686471680
1021,5,327,327,3686471680
1021,6,319,319,3686471680
1021,7,359,359,3686471680
1021,8,463,463,3686471680
1021,9,555,555,3686471680
1021,10,207,207,3686471680
1021,11,231,231,3686471680
1021,12,269,269,3686471680
1021,13,303,303,3686471680
1021,14,337,337,3686471680
1021,15,371,371,3686471680
1021,16,423,423,3686471680
1021,17,439,439,3686471680
1021,18,481,481,3686471680
1021,19,529,529,3686471680
1021,20,365,365,3686471680
1021,21,201,201,3686471680
1021,22,505,505,3686471680
1021,23,249,249,3686471680
1021,24,517,517,3686471680
1021,25,163,163,3686471680
1042,1,285,285,3610671672
1042,2,223,223,3610671672
1042,3,195,195,3610671672
1042,4,389,389,3610671672
1042,5,327,327,3610671672
1042,6,323,323,3610671672
1042,7,359,359,3610671672
1042,8,467,467,3610671672
1042,9,555,555,3610671672
1042,10,621,621,3610671672
1042,11,235,235,3610671672
1042,12,271,271,3610671672
1042,13,305,305,3610671672
1042,14,339,339,3610671672
1042,15,371,371,3610671672
1042,16,421,421,3610671672
1042,17,437,437,3610671672
1042,18,483,483,3610671672
1042,19,533,533,3610671672
1042,20,367,367,3610671672
1042,21,201,201,3610671672
1042,22,503,503,3610671672
1042,23,251,251,3610671672
1042,24,519,519,3610671672
1042,25,165,165,3610671672
1058,1,283,283,3535671642
1058,2,481,481,3535671642
1058,3,195,195,3535671642
1058,4,385,385,3535671642
1058,5,325,325,3535671642
1058,6,315,315,3535671642
1058,7,365,365,3535671642
1058,8,465,465,3535671642
1058,9,559,559,3535671642
1058,10,211,211,3535671642
1058,11,235,235,3535671642
1058,12,271,271,3535671642
1058,13,309,309,3535671642
1058,14,343,343,3535671642
1058,15,375,375,3535671642
1058,16,425,425,3535671642
1058,17,439,439,3535671642
1058,18,485,485,3535671642
1058,19,535,535,3535671642
1058,20,369,369,3535671642
1058,21,201,201,3535671642
1058,22,501,501,3535671642
1058,23,255,255,3535671642
1058,24,521,521,3535671642
1058,25,167,167,3535671642
1074,1,287,287,3460671597
1074,2,489,489,3460671597
1074,3,197,197,3460671597
1074,4,387,387,3460671597
1074,5,327,327,3460671597
1074,6,321,321,3460671597
1074,7,363,363,3460671597
1074,8,471,471,3460671597
1074,9,559,559,3460671597
1074,10,209,209,3460671597
1074,11,233,233,3460671597
1074,12,271,271,3460671597
1074,13,307,307,3460671597
1074,14,343,343,3460671597
1074,15,373,373,3460671597
1074,16,425,425,3460671597
1074,17,437,437,3460671597
1074,18,483,483,3460671597
1074,19,535,535,3460671597
1074,20,369,369,3460671597
1074,21,199,199,3460671597
1074,22,503,503,3460671597
1074,23,253,253,3460671597
1074,24,521,521,3460671597
1074,25,167,167,3460671597
1090,1,281,281,3385671530
1090,2,477,477,3385671530
1090,3,195,195,3385671530
1090,4,389,389,3385671530
1090,5,329,329,3385671530
1090,6,321,321,3385671530
1090,7,359,359,3385671530
1090,8,465,465,3385671530
1090,9,561,561,3385671530
1090,10,213,213,3385671530
1090,11,235,235,3385671530
1090,12,275,275,3385671530
1090,13,311,311,3385671530
1090,14,345,345,3385671530
1090,15,377,377,3385671530
1090,16,427,427,3385671530
1090,17,445,445,3385671530
1090,18,483,483,3385671530
1090,19,537,537,3385671530
1090,20,373,373,3385671530
1090,21,197,197,3385671530
1090,22,505,505,3385671530
1090,23,257,257,3385671530
1090,24,523,523,3385671530
1090,25,169,169,3385671530
1106,1,289,289,3310671447
1106,2,479,479,3310671447
1106,3,199,199,3310671447
1106,4,387,387,3310671447
1106,5,329,329,3310671447
1106,6,323,323,3310671447
1106,7,363,363,3310671447
1106,8,469,469,3310671447
1106,9,157,157,3310671447
1106,10,213,213,3310671447
1106,11,237,237,3310671447
1106,12,277,277,3310671447
1106,13,311,311,3310671447
1106,14,345,345,3310671447
1106,15,377,377,3310671447
1106,16,427,427,3310671447
1106,17,441,441,3310671447
1106,18,487,487,3310671447
1106,19,537,537,3310671447
1106,20,373,373,3310671447
1106,21,197,197,3310671447
1106,22,501,501,3310671447
1106,23,259,259,3310671447
1106,24,523,523,3310671447
1106,25,169,169,3310671447
1122,1,287,287,3235671350
1122,2,483,483,3235671350
1122,3,199,199,3235671350
1122,4,389,389,3235671350
1122,5,329,329,3235671350
1122,6,323,323,3235671350
1122,7,371,371,3235671350
1122,8,467,467,3235671350
1122,9,155,155,3235671350
1122,10,213,213,3235671350
1122,11,235,235,3235671350
1122,12,273,273,3235671350
1122,13,313,313,3235671350
1122,14,345,345,3235671350
1122,15,377,377,3235671350
1122,16,427,427,3235671350
1122,17,443,443,3235671350
1122,18,485,485,3235671350
1122,19,539,539,3235671350
1122,20,373,373,3235671350
1122,21,195,195,3235671350
1122,22,497,497,3235671350
1122,23,259,259,3235671350
1122,24,525,525,3235671350
1122,25,171,171,3235671350
1138,1,287,287,3161471230
1138,2,485,485,3161471230
1138,3,199,199,3161471230
1138,4,389,389,3161471230
1138,5,331,331,3161471230
1138,6,319,319,3161471230
1138,7,369,369,3161471230
1138,8,471,471,3161471230
1138,9,155,155,3161471230
1138,10,217,217,3161471230
1138,11,239,239,3161471230
1138,12,277,277,3161471230
1138,13,315,315,3161471230
1138,14,347,347,3161471230
1138,15,379,379,3161471230
1138,16,431,431,3161471230
1138,17,445,445,3161471230
1138,18,489,489,3161471230
1138,19,541,541,3161471230
1138,20,375,375,3161471230
1138,21,195,195,3161471230
1138,22,503,503,3161471230
1138,23,261,261,3161471230
1138,24,527,527,3161471230
1138,25,173,173,3161471230
1154,1,287,287,3087171087
1154,2,491,491,3087171087
1154,3,201,201,3087171087
1154,4,387,387,3087171087
1154,5,331,331,3087171087
1154,6,323,323,3087171087
1154,7,369,369,3087171087
1154,8,475,475,3087171087
1154,9,153,153,3087171087
1154,10,217,217,3087171087
1154,11,239,239,3087171087
1154,12,279,279,3087171087
1154,13,313,313,3087171087
1154,14,347,347,3087171087
1154,15,379,379,3087171087
1154,16,429,429,3087171087
1154,17,445,445,3087171087
1154,18,489,489,3087171087
1154,19,541,541,3087171087
1154,20,375,375,3087171087
1154,21,195,195,3087171087
1154,22,501,501,3087171087
1154,23,261,261,3087171087
1154,24,529,529,3087171087
1154,25,173,173,3087171087
1170,1,285,285,3013670930
1170,2,479,479,3013670930
1170,3,199,199,3013670930
1170,4,389,389,3013670930
1170,5,331,331,3013670930
1170,6,325,325,3013670930
1170,7,365,365,3013670930
1170,8,471,471,3013670930
1170,9,155,155,3013670930
1170,10,219,219,3013670930
1170,11,243,243,3013670930
1170,12,279,279,3013670930
1170,13,319,319,3013670930
1170,14,351,351,3013670930
1170,15,383,383,3013670930
1170,16,433,433,3013670930
1170,17,445,445,3013670930
1170,18,489,489,3013670930
1170,19,543,543,3013670930
1170,20,377,377,3013670930
1170,21,195,195,3013670930
1170,22,505,505,3013670930
1170,23,265,265,3013670930
1170,24,531,531,3013670930
1170,25,175,175,3013670930
1186,1,285,285,2940170757
1186,2,479,479,2940170757
1186,3,201,201,2940170757
1186,4,387,387,2940170757
1186,5,329,329,2940170757
1186,6,325,325,2940170757
1186,7,369,369,2940170757
1186,8,475,475,2940170757
1186,9,155,155,2940170757
1186,10,221,221,2940170757
1186,11,243,243,2940170757
1186,12,281,281,2940170757
1186,13,319,319,2940170757
1186,14,353,353,2940170757
1186,15,383,383,2940170757
1186,16,435,435,2940170757
1186,17,445,445,2940170757
1186,18,493,493,2940170757
1186,19,545,545,2940170757
1186,20,379,379,2940170757
1186,21,193,193,2940170757
1186,22,505,505,2940170757
1186,23,265,265,2940170757
1186,24,533,533,2940170757
1186,25,179,179,2940170757
1203,1,291,291,2867470570
1203,2,489,489,2867470570
1203,3,201,201,2867470570
1203,4,389,389,2867470570
1203,5,331,331,2867470570
1203,6,333,333,2867470570
1203,7,371,371,2867470570
1203,8,473,473,2867470570
1203,9,155,155,2867470570
1203,10,219,219,2867470570
1203,11,241,241,2867470570
1203,12,277,277,2867470570
1203,13,319,319,2867470570
1203,14,353,353,2867470570
1203,15,381,381,2867470570
1203,16,433,433,2867470570
1203,17,447,447,2867470570
1203,18,491,491,2867470570
1203,19,543,543,2867470570
1203,20,379,379,2867470570
1203,21,195,195,2867470570
1203,22,497,497,2867470570
1203,23,265,265,2867470570
1203,24,533,533,2867470570
1203,25,177,177,2867470570
1218,1,287,287,2794670360
1218,2,487,487,2794670360
1218,3,199,199,2794670360
1218,4,389,389,2794670360
1218,5,331,331,2794670360
1218,6,325,325,2794670360
1218,7,365,365,2794670360
1218,8,475,475,2794670360
1218,9,155,155,2794670360
1218,10,221,221,2794670360
1218,11,245,245,2794670360
1218,12,281,281,2794670360
1218,13,321,321,2794670360
1218,14,355,355,2794670360
1218,15,383,383,2794670360
1218,16,437,437,2794670360
1218,17,451,451,2794670360
1218,18,493,493,2794670360
1218,19,547,547,2794670360
1218,20,383,383,2794670360
1218,21,193,193,2794670360
1218,22,495,495,2794670360
1218,23,269,269,2794670360
1218,24,537,537,2794670360
1218,25,181,181,2794670360
1235,1,289,289,2722670127
1235,2,483,483,2722670127
1235,3,201,201,2722670127
1235,4,391,391,2722670127
1235,5,335,335,2722670127
1235,6,329,329,2722670127
1235,7,367,367,2722670127
1235,8,477,477,2722670127
1235,9,157,157,2722670127
1235,10,223,223,2722670127
1235,11,247,247,2722670127
1235,12,283,283,2722670127
1235,13,323,323,2722670127
1235,14,357,357,2722670127
1235,15,385,385,2722670127
1235,16,437,437,2722670127
1235,17,451,451,2722670127
1235,18,495,495,2722670127
1235,19,549,549,2722670127
1235,20,383,383,2722670127
1235,21,193,193,2722670127
1235,22,495,495,2722670127
1235,23,269,269,2722670127
1235,24,537,537,2722670127
1235,25,181,181,2722670127
1250,1,289,289,2651469887
1250,2,483,483,2651469887
1250,3,203,203,2651469887
1250,4,391,391,2651469887
1250,5,333,333,2651469887
1250,6,329,329,2651469887
1250,7,371,371,2651469887
1250,8,475,475,2651469887
1250,9,159,159,2651469887
1250,10,227,227,2651469887
1250,11,249,249,2651469887
1250,12,283,283,2651469887
1250,13,323,323,2651469887
1250,14,359,359,2651469887
1250,15,385,385,2651469887
1250,16,437,437,2651469887
1250,17,449,449,2651469887
1250,18,495,495,2651469887
1250,19,549,549,2651469887
1250,20,385,385,2651469887
1250,21,193,193,2651469887
1250,22,495,495,2651469887
1250,23,271,271,2651469887
1250,24,539,539,2651469887
1268,1,291,291,2580969625
1268,2,489,489,2580969625
1268,3,203,203,2580969625
1268,4,395,395,2580969625
1268,5,559,559,2580969625
1268,6,327,327,2580969625
1268,7,369,369,2580969625
1268,8,477,477,2580969625
1268,9,159,159,2580969625
1268,10,227,227,2580969625
1268,11,251,251,2580969625
1268,12,287,287,2580969625
1268,13,327,327,2580969625
1268,14,361,361,2580969625
1268,15,389,389,2580969625
1268,16,441,441,2580969625
1268,17,453,453,2580969625
1268,18,497,497,2580969625
1268,19,551,551,2580969625
1268,20,387,387,2580969625
1268,21,193,193,2580969625
1268,22,501,501,2580969625
1268,23,273,273,2580969625
1268,24,541,541,2580969625
1268,25,187,187,2580969625
1283,1,293,293,2511169340
1283,2,483,483,2511169340
1283,3,205,205,2511169340
1283,4,401,401,2511169340
1283,5,565,565,2511169340
1283,6,329,329,2511169340
1283,7,375,375,2511169340
1283,8,483,483,2511169340
1283,9,159,159,2511169340
1283,10,227,227,2511169340
1283,11,249,249,2511169340
1283,12,285,285,2511169340
1283,13,325,325,2511169340
1283,14,359,359,2511169340
1283,15,387,387,2511169340
1283,16,441,441,2511169340
1283,17,453,453,2511169340
1283,18,499,499,2511169340
1283,19,551,551,2511169340
1283,20,385,385,2511169340
1283,21,193,193,2511169340
1283,22,499,499,2511169340
1283,23,273,273,2511169340
1283,24,541,541,2511169340
1283,25,185,185,2511169340
1300,1,291,291,2441469047
1300,2,485,485,2441469047
1300,3,203,203,2441469047
1300,4,391,391,2441469047
1300,5,335,335,2441469047
1300,6,327,327,2441469047
1300,7,371,371,2441469047
1300,8,477,477,2441469047
1300,9,163,163,2441469047
1300,10,227,227,2441469047
1300,11,253,253,2441469047
1300,12,287,287,2441469047
1300,13,329,329,2441469047
1300,14,363,363,2441469047
1300,15,391,391,2441469047
1300,16,443,443,2441469047
1300,17,455,455,2441469047
1300,18,501,501,2441469047
1300,19,555,555,2441469047
1300,20,389,389,2441469047
1300,21,193,193,2441469047
1300,22,495,495,2441469047
1300,23,275,275,2441469047
1300,24,543,543,2441469047
1300,25,189,189,2441469047
1316,1,291,291,2373168732
1316,2,489,489,2373168732
1316,3,205,205,2373168732
1316,4,397,397,2373168732
1316,5,561,561,2373168732
1316,6,331,331,2373168732
1316,7,371,371,2373168732
1316,8,481,481,2373168732
1316,9,165,165,2373168732
1316,10,231,231,2373168732
1316,11,255,255,2373168732
1316,12,289,289,2373168732
1316,13,331,331,2373168732
1316,14,365,365,2373168732
1316,15,391,391,2373168732
1316,16,445,445,2373168732
1316,17,457,457,2373168732
1316,18,503,503,2373168732
1316,19,555,555,2373168732
1316,20,391,391,2373168732
1316,21,191,191,2373168732
1316,22,501,501,2373168732
1316,23,277,277,2373168732
1316,24,547,547,2373168732
1316,25,191,191,2373168732
1331,1,293,293,2304968402
1331,2,483,483,2304968402
1331,3,205,205,2304968402
1331,4,391,391,2304968402
1331,5,335,335,2304968402
1331,6,335,335,2304968402
1331,7,373,373,2304968402
1331,8,481,481,2304968402
1331,9,165,165,2304968402
1331,10,231,231,2304968402
1331,11,253,253,2304968402
1331,12,287,287,2304968402
1331,13,331,331,2304968402
1331,14,365,365,2304968402
1331,15,389,389,2304968402
1331,16,443,443,2304968402
1331,17,457,457,2304968402
1331,18,501,501,2304968402
1331,19,555,555,2304968402
1331,20,391,391,2304968402
1331,21,193,193,2304968402
1331,22,499,499,2304968402
1331,23,275,275,2304968402
1331,24,547,547,2304968402
1331,25,191,191,2304968402
1347,1,289,289,2238168050
1347,2,487,487,2238168050
1347,3,205,205,2238168050
1347,4,401,401,2238168050
1347,5,565,565,2238168050
1347,6,331,331,2238168050
1347,7,369,369,2238168050
1347,8,479,479,2238168050
1347,9,167,167,2238168050
1347,10,233,233,2238168050
1347,11,255,255,2238168050
1347,12,293,293,2238168050
1347,13,333,333,2238168050
1347,14,367,367,2238168050
1347,15,393,393,2238168050
1347,16,447,447,2238168050
1347,17,457,457,2238168050
1347,18,503,503,2238168050
1347,19,559,559,2238168050
1347,20,393,393,2238168050
1347,21,193,193,2238168050
1347,22,505,505,2238168050
1347,23,281,281,2238168050
1347,24,549,549,2238168050
1347,25,195,195,2238168050
1363,1,291,291,2172167690
1363,2,487,487,2172167690
1363,3,207,207,2172167690
1363,4,399,399,2172167690
1363,5,341,341,2172167690
1363,6,333,333,2172167690
1363,7,377,377,2172167690
1363,8,165,165,2172167690
1363,9,169,169,2172167690
1363,10,235,235,2172167690
1363,11,259,259,2172167690
1363,12,295,295,2172167690
1363,13,333,333,2172167690
1363,14,369,369,2172167690
1363,15,395,395,2172167690
1363,16,447,447,2172167690
1363,17,459,459,2172167690
1363,18,505,505,2172167690
1363,19,559,559,2172167690
1363,20,395,395,2172167690
1363,21,193,193,2172167690
1363,22,499,499,2172167690
1363,23,281,281,2172167690
1363,24,549,549,2172167690
1363,25,193,193,2172167690
1380,1,299,299,2106967307
1380,2,487,487,2106967307
1380,3,207,207,2106967307
1380,4,399,399,2106967307
1380,5,341,341,2106967307
1380,6,331,331,2106967307
1380,7,377,377,2106967307
1380,8,483,483,2106967307
1380,9,171,171,2106967307
1380,10,235,235,2106967307
1380,11,259,259,2106967307
1380,12,295,295,2106967307
1380,13,335,335,2106967307
1380,14,371,371,2106967307
1380,15,395,395,2106967307
1380,16,449,449,2106967307
1380,17,459,459,2106967307
1380,18,505,505,2106967307
1380,19,151,151,2106967307
1380,20,395,395,2106967307
1380,21,195,195,2106967307
1380,22,501,501,2106967307
1380,23,281,281,2106967307
1380,24,553,553,2106967307
1380,25,197,197,2106967307
1396,1,297,297,2043166917
1396,2,493,493,2043166917
1396,3,207,207,2043166917
1396,4,397,397,2043166917
1396,5,561,561,2043166917
1396,6,337,337,2043166917
1396,7,375,375,2043166917
1396,8,163,163,2043166917
1396,9,173,173,2043166917
1396,10,239,239,2043166917
1396,11,261,261,2043166917
1396,12,295,295,2043166917
1396,13,339,339,2043166917
1396,14,373,373,2043166917
1396,15,397,397,2043166917
1396,16,451,451,2043166917
1396,17,461,461,2043166917
1396,18,507,507,2043166917
1396,19,151,151,2043166917
1396,20,399,399,2043166917
1396,21,193,193,2043166917
1396,22,501,501,2043166917
1396,23,285,285,2043166917
1396,24,555,555,2043166917
1396,25,199,199,2043166917
1412,1,301,301,1979466505
1412,2,489,489,1979466505
1412,3,483,483,1979466505
1412,4,401,401,1979466505
1412,5,565,565,1979466505
1412,6,335,335,1979466505
1412,7,377,377,1979466505
1412,8,163,163,1979466505
1412,9,173,173,1979466505
1412,10,237,237,1979466505
1412,11,261,261,1979466505
1412,12,297,297,1979466505
1412,13,339,339,1979466505
1412,14,373,373,1979466505
1412,15,397,397,1979466505
1412,16,451,451,1979466505
1412,17,463,463,1979466505
1412,18,509,509,1979466505
1412,19,151,151,1979466505
1412,20,399,399,1979466505
1412,21,627,627,1979466505
1412,22,503,503,1979466505
1412,23,285,285,1979466505
1412,24,555,555,1979466505
1412,25,199,199,1979466505
